Date,Date_Key,Year,Month,Day,Quarter,Weekday
2017-05-02 03:00:00,20170502,2017,5,2,2,Tuesday
2017-04-03 23:53:00,20170403,2017,4,3,2,Monday
2015-04-30 23:49:00,20150430,2015,4,30,2,Thursday
2017-04-27 03:32:00,20170427,2017,4,27,2,Thursday
2015-02-02 03:27:00,20150202,2015,2,2,1,Monday
2017-02-13 16:05:00,20170213,2017,2,13,1,Monday
2017-03-19 19:53:00,20170319,2017,3,19,1,Sunday
2015-05-07 15:56:00,20150507,2015,5,7,2,Thursday
2015-04-27 11:23:00,20150427,2015,4,27,2,Monday
2017-04-14 18:06:00,20170414,2017,4,14,2,Friday
2017-06-12 05:55:00,20170612,2017,6,12,2,Monday
2017-03-26 15:30:00,20170326,2017,3,26,1,Sunday
2017-02-17 11:52:00,20170217,2017,2,17,1,Friday
2017-01-25 01:13:00,20170125,2017,1,25,1,Wednesday
2017-02-06 06:27:00,20170206,2017,2,6,1,Monday
2017-05-22 06:08:00,20170522,2017,5,22,2,Monday
2017-02-21 01:00:00,20170221,2017,2,21,1,Tuesday
2015-01-06 19:26:00,20150106,2015,1,6,1,Tuesday
2017-01-15 04:44:00,20170115,2017,1,15,1,Sunday
2016-10-28 19:23:00,20161028,2016,10,28,4,Friday
2016-09-19 13:39:00,20160919,2016,9,19,3,Monday
2016-08-25 22:16:00,20160825,2016,8,25,3,Thursday
2016-10-07 23:26:00,20161007,2016,10,7,4,Friday
2016-11-03 21:49:00,20161103,2016,11,3,4,Thursday
2017-11-03 13:05:00,20171103,2017,11,3,4,Friday
2017-10-14 11:42:00,20171014,2017,10,14,4,Saturday
2017-11-04 01:21:00,20171104,2017,11,4,4,Saturday
2017-10-16 01:12:00,20171016,2017,10,16,4,Monday
2017-10-13 03:08:00,20171013,2017,10,13,4,Friday
2017-11-02 10:06:00,20171102,2017,11,2,4,Thursday
2017-10-29 12:55:00,20171029,2017,10,29,4,Sunday
2017-10-11 06:17:00,20171011,2017,10,11,4,Wednesday
2017-10-30 01:10:00,20171030,2017,10,30,4,Monday
2017-10-10 04:21:00,20171010,2017,10,10,4,Tuesday
2017-10-26 14:51:00,20171026,2017,10,26,4,Thursday
2017-11-01 20:05:00,20171101,2017,11,1,4,Wednesday
2017-10-17 11:32:00,20171017,2017,10,17,4,Tuesday
2017-10-02 11:01:00,20171002,2017,10,2,4,Monday
2017-09-08 03:42:00,20170908,2017,9,8,3,Friday
2015-09-17 23:17:00,20150917,2015,9,17,3,Thursday
2015-10-02 07:40:00,20151002,2015,10,2,4,Friday
2017-08-08 10:13:00,20170808,2017,8,8,3,Tuesday
2015-08-17 18:35:00,20150817,2015,8,17,3,Monday
2015-09-23 09:57:00,20150923,2015,9,23,3,Wednesday
2015-10-23 08:31:00,20151023,2015,10,23,4,Friday
2015-07-11 18:49:00,20150711,2015,7,11,3,Saturday
2016-05-08 17:42:00,20160508,2016,5,8,2,Sunday
2016-04-02 19:51:00,20160402,2016,4,2,2,Saturday
2016-08-14 02:51:00,20160814,2016,8,14,3,Sunday
2016-05-18 16:38:00,20160518,2016,5,18,2,Wednesday
2016-05-05 13:40:00,20160505,2016,5,5,2,Thursday
2016-04-21 02:50:00,20160421,2016,4,21,2,Thursday
2016-07-01 08:10:00,20160701,2016,7,1,3,Friday
2016-12-17 08:48:00,20161217,2016,12,17,4,Saturday
2016-08-30 14:02:00,20160830,2016,8,30,3,Tuesday
2016-07-27 06:01:00,20160727,2016,7,27,3,Wednesday
2016-07-17 10:14:00,20160717,2016,7,17,3,Sunday
2016-07-06 10:26:00,20160706,2016,7,6,3,Wednesday
2016-09-09 22:05:00,20160909,2016,9,9,3,Friday
2016-08-26 12:38:00,20160826,2016,8,26,3,Friday
2017-01-16 22:04:00,20170116,2017,1,16,1,Monday
2016-09-28 10:19:00,20160928,2016,9,28,3,Wednesday
2016-09-03 15:26:00,20160903,2016,9,3,3,Saturday
2016-09-16 01:13:00,20160916,2016,9,16,3,Friday
2016-10-20 03:59:00,20161020,2016,10,20,4,Thursday
2017-01-07 00:11:00,20170107,2017,1,7,1,Saturday
2016-10-10 06:06:00,20161010,2016,10,10,4,Monday
2016-09-06 13:30:00,20160906,2016,9,6,3,Tuesday
2017-01-06 01:25:00,20170106,2017,1,6,1,Friday
2016-12-28 07:33:00,20161228,2016,12,28,4,Wednesday
2016-09-05 10:10:00,20160905,2016,9,5,3,Monday
2016-09-02 13:30:00,20160902,2016,9,2,3,Friday
2016-11-19 21:27:00,20161119,2016,11,19,4,Saturday
2016-09-14 05:26:00,20160914,2016,9,14,3,Wednesday
2016-11-05 09:13:00,20161105,2016,11,5,4,Saturday
2017-01-14 14:22:00,20170114,2017,1,14,1,Saturday
2016-09-17 23:07:00,20160917,2016,9,17,3,Saturday
2016-11-14 13:14:00,20161114,2016,11,14,4,Monday
2016-12-11 15:49:00,20161211,2016,12,11,4,Sunday
2016-11-22 02:00:00,20161122,2016,11,22,4,Tuesday
2016-08-31 12:06:00,20160831,2016,8,31,3,Wednesday
2016-02-16 04:09:00,20160216,2016,2,16,1,Tuesday
2015-12-31 19:27:00,20151231,2015,12,31,4,Thursday
2016-03-26 08:07:00,20160326,2016,3,26,1,Saturday
2016-01-02 00:11:00,20160102,2016,1,2,1,Saturday
2018-01-27 02:38:00,20180127,2018,1,27,1,Saturday
2016-01-03 07:22:00,20160103,2016,1,3,1,Sunday
2016-02-14 05:54:00,20160214,2016,2,14,1,Sunday
2015-11-28 01:06:00,20151128,2015,11,28,4,Saturday
2015-12-11 15:17:00,20151211,2015,12,11,4,Friday
2016-12-12 01:59:00,20161212,2016,12,12,4,Monday
2017-12-27 20:01:00,20171227,2017,12,27,4,Wednesday
2016-02-12 12:34:00,20160212,2016,2,12,1,Friday
2016-03-15 07:58:00,20160315,2016,3,15,1,Tuesday
2016-03-28 00:25:00,20160328,2016,3,28,1,Monday
2016-03-14 20:03:00,20160314,2016,3,14,1,Monday
2015-11-18 09:53:00,20151118,2015,11,18,4,Wednesday
2015-12-20 16:29:00,20151220,2015,12,20,4,Sunday
2016-09-10 05:47:00,20160910,2016,9,10,3,Saturday
2016-09-07 01:04:00,20160907,2016,9,7,3,Wednesday
2015-11-11 03:45:00,20151111,2015,11,11,4,Wednesday
2015-12-13 22:17:00,20151213,2015,12,13,4,Sunday
2016-01-07 05:57:00,20160107,2016,1,7,1,Thursday
2017-12-14 15:39:00,20171214,2017,12,14,4,Thursday
2016-03-16 10:14:00,20160316,2016,3,16,1,Wednesday
2016-02-06 02:25:00,20160206,2016,2,6,1,Saturday
2018-01-28 15:46:00,20180128,2018,1,28,1,Sunday
2015-12-18 05:59:00,20151218,2015,12,18,4,Friday
2017-01-17 12:26:00,20170117,2017,1,17,1,Tuesday
2017-12-13 20:44:00,20171213,2017,12,13,4,Wednesday
2017-12-26 18:26:00,20171226,2017,12,26,4,Tuesday
2016-01-27 12:14:00,20160127,2016,1,27,1,Wednesday
2018-01-30 11:54:00,20180130,2018,1,30,1,Tuesday
2016-11-17 04:59:00,20161117,2016,11,17,4,Thursday
2016-12-29 15:26:00,20161229,2016,12,29,4,Thursday
2016-03-10 04:59:00,20160310,2016,3,10,1,Thursday
2017-11-24 19:11:00,20171124,2017,11,24,4,Friday
2016-12-10 13:11:00,20161210,2016,12,10,4,Saturday
2016-10-26 06:25:00,20161026,2016,10,26,4,Wednesday
2016-10-19 06:36:00,20161019,2016,10,19,4,Wednesday
2016-11-06 23:24:00,20161106,2016,11,6,4,Sunday
2016-09-29 16:27:00,20160929,2016,9,29,3,Thursday
2016-11-07 10:15:00,20161107,2016,11,7,4,Monday
2016-11-12 05:10:00,20161112,2016,11,12,4,Saturday
2016-11-26 12:30:00,20161126,2016,11,26,4,Saturday
2016-12-09 22:07:00,20161209,2016,12,9,4,Friday
2016-10-02 15:55:00,20161002,2016,10,2,4,Sunday
2016-10-06 14:51:00,20161006,2016,10,6,4,Thursday
2016-12-19 09:30:00,20161219,2016,12,19,4,Monday
2016-10-11 15:22:00,20161011,2016,10,11,4,Tuesday
2016-10-27 00:59:00,20161027,2016,10,27,4,Thursday
2016-10-05 08:44:00,20161005,2016,10,5,4,Wednesday
2016-09-01 23:08:00,20160901,2016,9,1,3,Thursday
2016-12-02 06:54:00,20161202,2016,12,2,4,Friday
2016-10-08 16:15:00,20161008,2016,10,8,4,Saturday
2016-10-18 14:29:00,20161018,2016,10,18,4,Tuesday
2016-08-29 10:42:00,20160829,2016,8,29,3,Monday
2015-10-13 22:53:00,20151013,2015,10,13,4,Tuesday
2015-08-10 21:35:00,20150810,2015,8,10,3,Monday
2015-08-14 16:40:00,20150814,2015,8,14,3,Friday
2017-07-29 19:42:00,20170729,2017,7,29,3,Saturday
2017-09-05 10:32:00,20170905,2017,9,5,3,Tuesday
2017-06-28 22:43:00,20170628,2017,6,28,2,Wednesday
2015-06-15 10:27:00,20150615,2015,6,15,2,Monday
2017-07-06 23:03:00,20170706,2017,7,6,3,Thursday
2017-07-15 03:15:00,20170715,2017,7,15,3,Saturday
2017-09-13 07:01:00,20170913,2017,9,13,3,Wednesday
2015-10-03 15:33:00,20151003,2015,10,3,4,Saturday
2017-09-02 21:35:00,20170902,2017,9,2,3,Saturday
2016-11-16 10:04:00,20161116,2016,11,16,4,Wednesday
2017-03-13 21:18:00,20170313,2017,3,13,1,Monday
2017-06-01 08:13:00,20170601,2017,6,1,2,Thursday
2017-04-06 11:27:00,20170406,2017,4,6,2,Thursday
2017-01-27 02:16:00,20170127,2017,1,27,1,Friday
2015-02-12 20:36:00,20150212,2015,2,12,1,Thursday
2017-03-05 18:30:00,20170305,2017,3,5,1,Sunday
2015-04-19 04:03:00,20150419,2015,4,19,2,Sunday
2015-03-20 01:17:00,20150320,2015,3,20,1,Friday
2017-05-18 12:26:00,20170518,2017,5,18,2,Thursday
2015-02-20 11:29:00,20150220,2015,2,20,1,Friday
2015-05-04 15:04:00,20150504,2015,5,4,2,Monday
2017-02-19 07:19:00,20170219,2017,2,19,1,Sunday
2015-01-30 09:14:00,20150130,2015,1,30,1,Friday
2017-03-31 16:43:00,20170331,2017,3,31,1,Friday
2017-04-24 03:43:00,20170424,2017,4,24,2,Monday
2015-03-22 16:21:00,20150322,2015,3,22,1,Sunday
2017-02-03 05:14:00,20170203,2017,2,3,1,Friday
2015-01-27 00:39:00,20150127,2015,1,27,1,Tuesday
2017-05-30 11:22:00,20170530,2017,5,30,2,Tuesday
2015-04-09 21:35:00,20150409,2015,4,9,2,Thursday
2015-03-07 11:38:00,20150307,2015,3,7,1,Saturday
2015-05-22 07:20:00,20150522,2015,5,22,2,Friday
2017-06-07 12:25:00,20170607,2017,6,7,2,Wednesday
2017-02-16 00:50:00,20170216,2017,2,16,1,Thursday
2015-03-10 00:15:00,20150310,2015,3,10,1,Tuesday
2015-02-21 15:31:00,20150221,2015,2,21,1,Saturday
2017-03-06 09:13:00,20170306,2017,3,6,1,Monday
2015-03-25 08:49:00,20150325,2015,3,25,1,Wednesday
2015-05-16 21:00:00,20150516,2015,5,16,2,Saturday
2015-04-29 03:41:00,20150429,2015,4,29,2,Wednesday
2018-01-11 23:40:00,20180111,2018,1,11,1,Thursday
2016-12-23 21:03:00,20161223,2016,12,23,4,Friday
2016-03-18 08:50:00,20160318,2016,3,18,1,Friday
2016-02-10 09:25:00,20160210,2016,2,10,1,Wednesday
2016-04-01 20:01:00,20160401,2016,4,1,2,Friday
2015-11-19 05:51:00,20151119,2015,11,19,4,Thursday
2016-01-10 15:14:00,20160110,2016,1,10,1,Sunday
2015-11-30 02:09:00,20151130,2015,11,30,4,Monday
2016-01-31 13:38:00,20160131,2016,1,31,1,Sunday
2016-02-17 23:35:00,20160217,2016,2,17,1,Wednesday
2016-07-25 14:47:00,20160725,2016,7,25,3,Monday
2016-05-20 12:25:00,20160520,2016,5,20,2,Friday
2016-07-03 20:46:00,20160703,2016,7,3,3,Sunday
2016-08-08 03:12:00,20160808,2016,8,8,3,Monday
2016-11-20 21:38:00,20161120,2016,11,20,4,Sunday
2016-10-15 12:55:00,20161015,2016,10,15,4,Saturday
2015-07-22 17:56:00,20150722,2015,7,22,3,Wednesday
2015-09-07 04:22:00,20150907,2015,9,7,3,Monday
2015-06-24 05:21:00,20150624,2015,6,24,2,Wednesday
2017-09-24 13:08:00,20170924,2017,9,24,3,Sunday
2016-10-29 18:30:00,20161029,2016,10,29,4,Saturday
2015-07-20 11:58:00,20150720,2015,7,20,3,Monday
2016-12-25 08:26:00,20161225,2016,12,25,4,Sunday
2015-10-11 19:44:00,20151011,2015,10,11,4,Sunday
2017-04-30 03:21:00,20170430,2017,4,30,2,Sunday
2017-04-07 08:28:00,20170407,2017,4,7,2,Friday
2017-02-15 14:40:00,20170215,2017,2,15,1,Wednesday
2017-05-07 10:11:00,20170507,2017,5,7,2,Sunday
2017-04-01 06:02:00,20170401,2017,4,1,2,Saturday
2015-03-15 14:05:00,20150315,2015,3,15,1,Sunday
2017-03-21 07:37:00,20170321,2017,3,21,1,Tuesday
2017-03-01 03:05:00,20170301,2017,3,1,1,Wednesday
2015-11-07 02:22:00,20151107,2015,11,7,4,Saturday
2015-12-26 23:29:00,20151226,2015,12,26,4,Saturday
2015-12-01 14:56:00,20151201,2015,12,1,4,Tuesday
2015-11-16 16:53:00,20151116,2015,11,16,4,Monday
2015-12-19 15:58:00,20151219,2015,12,19,4,Saturday
2016-07-05 05:42:00,20160705,2016,7,5,3,Tuesday
2016-04-10 17:23:00,20160410,2016,4,10,2,Sunday
2016-06-13 10:17:00,20160613,2016,6,13,2,Monday
2016-12-07 03:12:00,20161207,2016,12,7,4,Wednesday
2015-09-16 15:24:00,20150916,2015,9,16,3,Wednesday
2015-08-19 03:10:00,20150819,2015,8,19,3,Wednesday
2015-06-27 18:29:00,20150627,2015,6,27,2,Saturday
2017-08-25 10:44:00,20170825,2017,8,25,3,Friday
2015-08-29 00:42:00,20150829,2015,8,29,3,Saturday
2015-07-30 23:31:00,20150730,2015,7,30,3,Thursday
2017-09-19 07:43:00,20170919,2017,9,19,3,Tuesday
2017-08-10 16:32:00,20170810,2017,8,10,3,Thursday
2017-09-16 00:32:00,20170916,2017,9,16,3,Saturday
2015-07-13 00:57:00,20150713,2015,7,13,3,Monday
2017-11-07 16:56:00,20171107,2017,11,7,4,Tuesday
2017-08-13 22:39:00,20170813,2017,8,13,3,Sunday
2015-08-05 13:42:00,20150805,2015,8,5,3,Wednesday
2017-11-05 14:08:00,20171105,2017,11,5,4,Sunday
2015-10-08 06:15:00,20151008,2015,10,8,4,Thursday
2015-09-20 21:00:00,20150920,2015,9,20,3,Sunday
2015-06-08 02:13:00,20150608,2015,6,8,2,Monday
2017-09-21 04:33:00,20170921,2017,9,21,3,Thursday
2017-11-06 09:03:00,20171106,2017,11,6,4,Monday
2015-09-05 11:02:00,20150905,2015,9,5,3,Saturday
2015-08-07 08:48:00,20150807,2015,8,7,3,Friday
2015-07-06 21:27:00,20150706,2015,7,6,3,Monday
2015-08-02 20:32:00,20150802,2015,8,2,3,Sunday
2015-06-10 09:56:00,20150610,2015,6,10,2,Wednesday
2017-08-15 17:24:00,20170815,2017,8,15,3,Tuesday
2015-09-18 23:06:00,20150918,2015,9,18,3,Friday
2015-09-06 02:48:00,20150906,2015,9,6,3,Sunday
2015-07-23 21:57:00,20150723,2015,7,23,3,Thursday
2015-07-18 17:14:00,20150718,2015,7,18,3,Saturday
2016-10-09 22:44:00,20161009,2016,10,9,4,Sunday
2015-07-10 11:38:00,20150710,2015,7,10,3,Friday
2015-07-04 02:32:00,20150704,2015,7,4,3,Saturday
2017-08-30 00:02:00,20170830,2017,8,30,3,Wednesday
2017-07-05 15:32:00,20170705,2017,7,5,3,Wednesday
2015-10-04 14:40:00,20151004,2015,10,4,4,Sunday
2015-10-14 05:54:00,20151014,2015,10,14,4,Wednesday
2017-08-06 23:53:00,20170806,2017,8,6,3,Sunday
2015-10-10 21:19:00,20151010,2015,10,10,4,Saturday
2015-10-21 04:19:00,20151021,2015,10,21,4,Wednesday
2015-09-24 07:41:00,20150924,2015,9,24,3,Thursday
2015-10-17 06:25:00,20151017,2015,10,17,4,Saturday
2015-06-02 10:38:00,20150602,2015,6,2,2,Tuesday
2017-08-01 12:52:00,20170801,2017,8,1,3,Tuesday
2015-08-11 21:03:00,20150811,2015,8,11,3,Tuesday
2015-07-25 06:53:00,20150725,2015,7,25,3,Saturday
2015-08-01 09:30:00,20150801,2015,8,1,3,Saturday
2015-07-05 08:19:00,20150705,2015,7,5,3,Sunday
2017-09-22 20:09:00,20170922,2017,9,22,3,Friday
2015-08-04 00:13:00,20150804,2015,8,4,3,Tuesday
2017-08-27 10:22:00,20170827,2017,8,27,3,Sunday
2017-09-15 10:10:00,20170915,2017,9,15,3,Friday
2015-09-29 09:36:00,20150929,2015,9,29,3,Tuesday
2015-09-19 09:58:00,20150919,2015,9,19,3,Saturday
2015-08-26 22:57:00,20150826,2015,8,26,3,Wednesday
2015-07-14 18:17:00,20150714,2015,7,14,3,Tuesday
2017-06-25 18:00:00,20170625,2017,6,25,2,Sunday
2017-07-03 08:10:00,20170703,2017,7,3,3,Monday
2017-09-17 08:46:00,20170917,2017,9,17,3,Sunday
2015-06-13 14:39:00,20150613,2015,6,13,2,Saturday
2016-08-28 16:50:00,20160828,2016,8,28,3,Sunday
2017-10-19 11:10:00,20171019,2017,10,19,4,Thursday
2015-08-31 13:19:00,20150831,2015,8,31,3,Monday
2015-08-16 16:40:00,20150816,2015,8,16,3,Sunday
2015-10-20 23:45:00,20151020,2015,10,20,4,Tuesday
2015-06-29 20:56:00,20150629,2015,6,29,2,Monday
2017-08-26 13:21:00,20170826,2017,8,26,3,Saturday
2017-02-20 13:05:00,20170220,2017,2,20,1,Monday
2015-03-17 05:19:00,20150317,2015,3,17,1,Tuesday
2015-05-14 03:29:00,20150514,2015,5,14,2,Thursday
2015-03-06 14:37:00,20150306,2015,3,6,1,Friday
2015-05-17 07:52:00,20150517,2015,5,17,2,Sunday
2017-05-01 05:59:00,20170501,2017,5,1,2,Monday
2015-03-04 07:16:00,20150304,2015,3,4,1,Wednesday
2017-06-14 11:53:00,20170614,2017,6,14,2,Wednesday
2017-01-24 07:21:00,20170124,2017,1,24,1,Tuesday
2017-03-18 18:18:00,20170318,2017,3,18,1,Saturday
2017-02-24 11:41:00,20170224,2017,2,24,1,Friday
2017-05-15 15:25:00,20170515,2017,5,15,2,Monday
2015-05-03 18:02:00,20150503,2015,5,3,2,Sunday
2017-06-03 02:58:00,20170603,2017,6,3,2,Saturday
2015-02-05 10:17:00,20150205,2015,2,5,1,Thursday
2017-04-12 12:29:00,20170412,2017,4,12,2,Wednesday
2015-05-28 14:41:00,20150528,2015,5,28,2,Thursday
2017-02-01 17:09:00,20170201,2017,2,1,1,Wednesday
2015-05-10 23:49:00,20150510,2015,5,10,2,Sunday
2015-01-21 05:13:00,20150121,2015,1,21,1,Wednesday
2017-05-14 13:09:00,20170514,2017,5,14,2,Sunday
2017-04-25 14:45:00,20170425,2017,4,25,2,Tuesday
2017-03-23 03:25:00,20170323,2017,3,23,1,Thursday
2015-05-08 09:27:00,20150508,2015,5,8,2,Friday
2015-01-17 02:46:00,20150117,2015,1,17,1,Saturday
2015-01-24 20:06:00,20150124,2015,1,24,1,Saturday
2015-04-01 03:22:00,20150401,2015,4,1,2,Wednesday
2015-01-09 10:50:00,20150109,2015,1,9,1,Friday
2015-04-06 04:35:00,20150406,2015,4,6,2,Monday
2015-02-22 21:38:00,20150222,2015,2,22,1,Sunday
2017-02-02 18:01:00,20170202,2017,2,2,1,Thursday
2017-05-09 17:32:00,20170509,2017,5,9,2,Tuesday
2017-02-09 08:01:00,20170209,2017,2,9,1,Thursday
2015-05-13 06:49:00,20150513,2015,5,13,2,Wednesday
2017-06-15 13:27:00,20170615,2017,6,15,2,Thursday
2016-02-09 22:54:00,20160209,2016,2,9,1,Tuesday
2015-12-23 22:37:00,20151223,2015,12,23,4,Wednesday
2016-03-25 14:57:00,20160325,2016,3,25,1,Friday
2016-01-13 16:48:00,20160113,2016,1,13,1,Wednesday
2016-03-22 12:20:00,20160322,2016,3,22,1,Tuesday
2015-11-02 12:42:00,20151102,2015,11,2,4,Monday
2016-03-09 23:44:00,20160309,2016,3,9,1,Wednesday
2015-12-15 15:58:00,20151215,2015,12,15,4,Tuesday
2016-09-27 21:00:00,20160927,2016,9,27,3,Tuesday
2016-11-29 10:14:00,20161129,2016,11,29,4,Tuesday
2015-11-06 08:09:00,20151106,2015,11,6,4,Friday
2015-12-05 00:13:00,20151205,2015,12,5,4,Saturday
2015-11-29 23:21:00,20151129,2015,11,29,4,Sunday
2016-11-18 10:04:00,20161118,2016,11,18,4,Friday
2015-12-09 22:38:00,20151209,2015,12,9,4,Wednesday
2016-02-03 17:39:00,20160203,2016,2,3,1,Wednesday
2016-02-07 05:23:00,20160207,2016,2,7,1,Sunday
2016-02-23 07:28:00,20160223,2016,2,23,1,Tuesday
2015-11-17 17:46:00,20151117,2015,11,17,4,Tuesday
2017-01-03 04:03:00,20170103,2017,1,3,1,Tuesday
2016-10-13 06:58:00,20161013,2016,10,13,4,Thursday
2016-01-16 14:10:00,20160116,2016,1,16,1,Saturday
2016-12-24 14:13:00,20161224,2016,12,24,4,Saturday
2016-11-27 17:56:00,20161127,2016,11,27,4,Sunday
2016-10-17 23:25:00,20161017,2016,10,17,4,Monday
2017-01-09 21:54:00,20170109,2017,1,9,1,Monday
2016-12-22 18:26:00,20161222,2016,12,22,4,Thursday
2016-11-30 18:27:00,20161130,2016,11,30,4,Wednesday
2016-10-22 12:23:00,20161022,2016,10,22,4,Saturday
2016-10-14 03:59:00,20161014,2016,10,14,4,Friday
2016-09-23 13:39:00,20160923,2016,9,23,3,Friday
2016-12-14 19:50:00,20161214,2016,12,14,4,Wednesday
2016-11-02 06:56:00,20161102,2016,11,2,4,Wednesday
2016-11-24 06:33:00,20161124,2016,11,24,4,Thursday
2017-07-27 05:41:00,20170727,2017,7,27,3,Thursday
2016-11-15 02:11:00,20161115,2016,11,15,4,Tuesday
2017-09-04 10:22:00,20170904,2017,9,4,3,Monday
2017-07-11 20:25:00,20170711,2017,7,11,3,Tuesday
2015-09-11 10:40:00,20150911,2015,9,11,3,Friday
2017-09-01 14:03:00,20170901,2017,9,1,3,Friday
2016-12-04 11:48:00,20161204,2016,12,4,4,Sunday
2017-07-26 11:28:00,20170726,2017,7,26,3,Wednesday
2017-07-21 21:07:00,20170721,2017,7,21,3,Friday
2015-10-07 22:33:00,20151007,2015,10,7,4,Wednesday
2017-08-11 09:21:00,20170811,2017,8,11,3,Friday
2015-08-28 21:54:00,20150828,2015,8,28,3,Friday
2015-06-22 13:25:00,20150622,2015,6,22,2,Monday
2016-12-27 09:50:00,20161227,2016,12,27,4,Tuesday
2015-08-22 17:43:00,20150822,2015,8,22,3,Saturday
2015-10-12 13:58:00,20151012,2015,10,12,4,Monday
2015-06-20 09:34:00,20150620,2015,6,20,2,Saturday
2015-06-01 13:37:00,20150601,2015,6,1,2,Monday
2017-07-10 07:38:00,20170710,2017,7,10,3,Monday
2017-07-16 04:08:00,20170716,2017,7,16,3,Sunday
2015-08-03 08:27:00,20150803,2015,8,3,3,Monday
2017-08-24 18:37:00,20170824,2017,8,24,3,Thursday
2015-08-06 20:11:00,20150806,2015,8,6,3,Thursday
2015-06-30 21:28:00,20150630,2015,6,30,2,Tuesday
2017-08-19 22:39:00,20170819,2017,8,19,3,Saturday
2017-07-31 23:33:00,20170731,2017,7,31,3,Monday
2017-08-12 05:40:00,20170812,2017,8,12,3,Saturday
2015-10-16 00:38:00,20151016,2015,10,16,4,Friday
2017-09-09 01:04:00,20170909,2017,9,9,3,Saturday
