Order_Id,Order_Customer_Id,Order_Status,Type,Order_Item_Cardprod_Id,order_date_(DateOrders),Order_Date_Key
24992,1169,COMPLETE,DEBIT,403,2015-12-31 19:27:00,20151231
30851,1182,COMPLETE,DEBIT,403,2016-03-26 08:07:00,20160326
25074,717,COMPLETE,DEBIT,403,2016-01-02 00:11:00,20160102
76870,20423,COMPLETE,DEBIT,1363,2018-01-27 02:38:00,20180127
25163,5801,COMPLETE,DEBIT,403,2016-01-03 07:22:00,20160103
28036,702,COMPLETE,DEBIT,403,2016-02-14 05:54:00,20160214
22679,6951,COMPLETE,DEBIT,403,2015-11-28 01:06:00,20151128
23610,6780,COMPLETE,DEBIT,403,2015-12-11 15:17:00,20151211
42828,6422,COMPLETE,DEBIT,365,2016-09-17 04:12:00,20160917
48713,5384,COMPLETE,DEBIT,403,2016-12-12 01:59:00,20161212
45668,2985,COMPLETE,DEBIT,403,2016-10-28 15:11:00,20161028
74796,18349,COMPLETE,DEBIT,1353,2017-12-27 20:01:00,20171227
27918,11286,COMPLETE,DEBIT,403,2016-02-12 12:34:00,20160212
30097,489,COMPLETE,DEBIT,365,2016-03-15 07:58:00,20160315
30966,4510,COMPLETE,DEBIT,403,2016-03-28 00:25:00,20160328
30063,9626,COMPLETE,DEBIT,403,2016-03-14 20:03:00,20160314
22019,9494,COMPLETE,DEBIT,403,2015-11-18 09:53:00,20151118
24230,1718,COMPLETE,DEBIT,403,2015-12-20 16:29:00,20151220
42353,5295,COMPLETE,DEBIT,403,2016-09-10 05:47:00,20160910
42134,3984,COMPLETE,DEBIT,403,2016-09-07 01:04:00,20160907
21522,5270,COMPLETE,DEBIT,403,2015-11-11 03:45:00,20151111
23767,10966,COMPLETE,DEBIT,403,2015-12-13 22:17:00,20151213
25433,1868,COMPLETE,DEBIT,403,2016-01-07 05:57:00,20160107
73893,17446,COMPLETE,DEBIT,1363,2017-12-14 15:39:00,20171214
30085,10071,COMPLETE,DEBIT,365,2016-03-15 03:45:00,20160315
30172,1271,COMPLETE,DEBIT,403,2016-03-16 10:14:00,20160316
27478,11930,COMPLETE,DEBIT,403,2016-02-06 02:25:00,20160206
76976,20529,COMPLETE,DEBIT,1363,2018-01-28 15:46:00,20180128
24063,8358,COMPLETE,DEBIT,403,2015-12-18 05:59:00,20151218
51209,7705,COMPLETE,DEBIT,403,2017-01-17 12:26:00,20170117
73839,17392,COMPLETE,DEBIT,1363,2017-12-13 20:44:00,20171213
74723,18276,COMPLETE,DEBIT,1353,2017-12-26 18:26:00,20171226
26821,7795,COMPLETE,DEBIT,403,2016-01-27 12:14:00,20160127
77102,20655,COMPLETE,DEBIT,1363,2018-01-30 11:54:00,20180130
41608,2454,COMPLETE,DEBIT,403,2016-08-30 08:47:00,20160830
47009,150,COMPLETE,DEBIT,403,2016-11-17 04:59:00,20161117
49916,10671,COMPLETE,DEBIT,403,2016-12-29 15:26:00,20161229
29746,11924,COMPLETE,DEBIT,365,2016-03-10 04:59:00,20160310
72533,16086,COMPLETE,DEBIT,1357,2017-11-24 19:11:00,20171124
48608,4398,COMPLETE,DEBIT,502,2016-12-10 13:11:00,20161210
45506,5687,COMPLETE,DEBIT,502,2016-10-26 06:25:00,20161026
45027,8534,COMPLETE,DEBIT,627,2016-10-19 06:36:00,20161019
46308,3372,COMPLETE,DEBIT,627,2016-11-06 23:24:00,20161106
43685,10927,COMPLETE,DEBIT,502,2016-09-29 16:27:00,20160929
41893,3597,COMPLETE,DEBIT,502,2016-09-03 12:38:00,20160903
46339,2052,COMPLETE,DEBIT,502,2016-11-07 10:15:00,20161107
46667,4399,COMPLETE,DEBIT,502,2016-11-12 05:10:00,20161112
47647,185,COMPLETE,DEBIT,502,2016-11-26 12:30:00,20161126
48565,3441,COMPLETE,DEBIT,502,2016-12-09 22:07:00,20161209
43889,11947,COMPLETE,DEBIT,502,2016-10-02 15:55:00,20161002
45138,1555,COMPLETE,DEBIT,502,2016-10-20 21:30:00,20161020
44160,9399,COMPLETE,DEBIT,627,2016-10-06 14:51:00,20161006
49214,2792,COMPLETE,DEBIT,502,2016-12-19 09:30:00,20161219
41825,10118,COMPLETE,DEBIT,906,2016-09-02 12:48:00,20160902
44504,8544,COMPLETE,DEBIT,885,2016-10-11 15:22:00,20161011
44496,4296,COMPLETE,DEBIT,886,2016-10-11 12:34:00,20161011
45559,4391,COMPLETE,DEBIT,926,2016-10-27 00:59:00,20161027
44074,2882,COMPLETE,DEBIT,924,2016-10-05 08:44:00,20161005
49857,3283,COMPLETE,DEBIT,825,2016-12-28 18:46:00,20161228
41786,397,COMPLETE,DEBIT,977,2016-09-01 23:08:00,20160901
48042,4104,ON_HOLD,DEBIT,116,2016-12-02 06:54:00,20161202
44301,12214,ON_HOLD,DEBIT,191,2016-10-08 16:15:00,20161008
41591,10699,ON_HOLD,DEBIT,365,2016-08-30 02:49:00,20160830
44981,2091,ON_HOLD,DEBIT,627,2016-10-18 14:29:00,20161018
41545,10474,ON_HOLD,DEBIT,502,2016-08-29 10:42:00,20160829
49910,7504,ON_HOLD,DEBIT,818,2016-12-29 13:20:00,20161229
19590,7518,COMPLETE,DEBIT,44,2015-10-13 22:53:00,20151013
43650,1738,COMPLETE,DEBIT,235,2016-09-29 04:11:00,20160929
15202,1622,COMPLETE,DEBIT,191,2015-08-10 21:35:00,20150810
15462,1325,COMPLETE,DEBIT,273,2015-08-14 16:40:00,20150814
15155,5505,COMPLETE,DEBIT,191,2015-08-10 05:07:00,20150810
64451,4210,COMPLETE,DEBIT,191,2017-07-29 19:42:00,20170729
67028,11229,COMPLETE,DEBIT,191,2017-09-05 10:32:00,20170905
62336,9385,COMPLETE,DEBIT,191,2017-06-28 22:43:00,20170628
11334,900,COMPLETE,DEBIT,282,2015-06-15 10:27:00,20150615
62885,6217,COMPLETE,DEBIT,191,2017-07-06 23:03:00,20170706
66998,9466,COMPLETE,DEBIT,191,2017-09-05 00:02:00,20170905
47002,4596,COMPLETE,DEBIT,191,2016-11-17 02:32:00,20161117
63445,5206,COMPLETE,DEBIT,191,2017-07-15 03:15:00,20170715
67566,2823,COMPLETE,DEBIT,191,2017-09-13 07:01:00,20170913
18884,10408,COMPLETE,DEBIT,235,2015-10-03 15:33:00,20151003
18845,11011,COMPLETE,DEBIT,235,2015-10-03 01:53:00,20151003
66854,40,COMPLETE,DEBIT,359,2017-09-02 21:35:00,20170902
46955,11636,COMPLETE,DEBIT,191,2016-11-16 10:04:00,20161116
55002,7454,PROCESSING,TRANSFER,365,2017-03-13 21:18:00,20170313
60445,5138,PROCESSING,TRANSFER,365,2017-06-01 08:13:00,20170601
53586,8696,PROCESSING,TRANSFER,365,2017-02-21 05:12:00,20170221
56618,2329,PROCESSING,TRANSFER,365,2017-04-06 11:27:00,20170406
51865,12431,PROCESSING,TRANSFER,365,2017-01-27 02:16:00,20170127
2937,10860,PROCESSING,TRANSFER,502,2015-02-12 20:36:00,20150212
54446,12094,PROCESSING,TRANSFER,502,2017-03-05 18:30:00,20170305
58623,5088,PROCESSING,TRANSFER,502,2017-05-05 17:53:00,20170505
7411,2200,PROCESSING,TRANSFER,627,2015-04-19 04:03:00,20150419
5348,10966,PROCESSING,TRANSFER,502,2015-03-20 01:17:00,20150320
59742,3997,PROCESSING,TRANSFER,502,2017-05-22 01:56:00,20170522
59498,8746,PROCESSING,TRANSFER,627,2017-05-18 12:26:00,20170518
3459,3687,PROCESSING,TRANSFER,627,2015-02-20 11:29:00,20150220
8470,9162,PROCESSING,TRANSFER,627,2015-05-04 15:04:00,20150504
53455,8993,PROCESSING,TRANSFER,502,2017-02-19 07:19:00,20170219
2014,5875,PROCESSING,TRANSFER,565,2015-01-30 09:14:00,20150130
55899,2502,PROCESSING,TRANSFER,567,2017-03-26 23:33:00,20170326
52582,9563,PROCESSING,TRANSFER,502,2017-02-06 13:27:00,20170206
56222,7259,PROCESSING,TRANSFER,502,2017-03-31 16:43:00,20170331
57829,3131,PROCESSING,TRANSFER,627,2017-04-24 03:43:00,20170424
56217,4140,PROCESSING,TRANSFER,627,2017-03-31 14:58:00,20170331
5893,4539,PROCESSING,TRANSFER,627,2015-03-28 00:13:00,20150328
5528,6071,PROCESSING,TRANSFER,502,2015-03-22 16:21:00,20150322
367,8730,PROCESSING,TRANSFER,627,2015-01-06 08:13:00,20150106
52353,9634,PROCESSING,TRANSFER,502,2017-02-03 05:14:00,20170203
1784,8010,PROCESSING,TRANSFER,502,2015-01-27 00:39:00,20150127
60317,3484,PROCESSING,TRANSFER,627,2017-05-30 11:22:00,20170530
6776,7307,PROCESSING,TRANSFER,502,2015-04-09 21:35:00,20150409
4487,1975,PROCESSING,TRANSFER,502,2015-03-07 11:38:00,20150307
9681,629,PROCESSING,TRANSFER,502,2015-05-22 07:20:00,20150522
60868,11753,PROCESSING,TRANSFER,627,2017-06-07 12:25:00,20170607
53231,5375,PROCESSING,TRANSFER,572,2017-02-16 00:50:00,20170216
52601,1695,PROCESSING,TRANSFER,627,2017-02-06 20:07:00,20170206
4660,9884,PROCESSING,TRANSFER,627,2015-03-10 00:15:00,20150310
3539,8498,PROCESSING,TRANSFER,502,2015-02-21 15:31:00,20150221
54488,7534,PROCESSING,TRANSFER,502,2017-03-06 09:13:00,20170306
52549,123,PROCESSING,TRANSFER,627,2017-02-06 01:54:00,20170206
60361,8498,PROCESSING,TRANSFER,502,2017-05-31 02:47:00,20170531
5712,8925,PROCESSING,TRANSFER,905,2015-03-25 08:49:00,20150325
9309,5981,PROCESSING,TRANSFER,804,2015-05-16 21:00:00,20150516
8095,7347,PROCESSING,TRANSFER,822,2015-04-29 03:41:00,20150429
75892,19445,PROCESSING,TRANSFER,1360,2018-01-12 19:59:00,20180112
75891,19444,COMPLETE,DEBIT,1360,2018-01-12 19:38:00,20180112
75890,19443,COMPLETE,DEBIT,1360,2018-01-12 19:17:00,20180112
75889,19442,COMPLETE,DEBIT,1360,2018-01-12 18:56:00,20180112
75888,19441,PENDING_PAYMENT,PAYMENT,1360,2018-01-12 18:35:00,20180112
75887,19440,COMPLETE,DEBIT,1360,2018-01-12 18:14:00,20180112
75886,19439,CANCELED,TRANSFER,1360,2018-01-12 17:53:00,20180112
75885,19438,PENDING_PAYMENT,PAYMENT,1360,2018-01-12 17:32:00,20180112
75884,19437,PENDING,TRANSFER,1360,2018-01-12 17:11:00,20180112
